-5.257311e-001	8.506508e-001	0.000000e+000
5.257311e-001	8.506508e-001	0.000000e+000
-5.257311e-001	-8.506508e-001	0.000000e+000
5.257311e-001	-8.506508e-001	0.000000e+000
-0.000000e+000	-5.257311e-001	8.506508e-001
0.000000e+000	5.257311e-001	8.506508e-001
-0.000000e+000	-5.257311e-001	-8.506508e-001
0.000000e+000	5.257311e-001	-8.506508e-001
8.506508e-001	0.000000e+000	-5.257311e-001
8.506508e-001	0.000000e+000	5.257311e-001
-8.506508e-001	0.000000e+000	-5.257311e-001
-8.506508e-001	0.000000e+000	5.257311e-001
-5.000000e-001	3.090170e-001	8.090170e-001
-3.090170e-001	8.090170e-001	5.000000e-001
-8.090170e-001	5.000000e-001	3.090170e-001
3.090170e-001	8.090170e-001	5.000000e-001
0.000000e+000	1.000000e+000	0.000000e+000
3.090170e-001	8.090170e-001	-5.000000e-001
-3.090170e-001	8.090170e-001	-5.000000e-001
-5.000000e-001	3.090170e-001	-8.090170e-001
-8.090170e-001	5.000000e-001	-3.090170e-001
-1.000000e+000	0.000000e+000	0.000000e+000
5.000000e-001	3.090170e-001	8.090170e-001
8.090170e-001	5.000000e-001	3.090170e-001
-5.000000e-001	-3.090170e-001	8.090170e-001
0.000000e+000	0.000000e+000	1.000000e+000
-8.090170e-001	-5.000000e-001	-3.090170e-001
-8.090170e-001	-5.000000e-001	3.090170e-001
0.000000e+000	0.000000e+000	-1.000000e+000
-5.000000e-001	-3.090170e-001	-8.090170e-001
8.090170e-001	5.000000e-001	-3.090170e-001
5.000000e-001	3.090170e-001	-8.090170e-001
5.000000e-001	-3.090170e-001	8.090170e-001
3.090170e-001	-8.090170e-001	5.000000e-001
8.090170e-001	-5.000000e-001	3.090170e-001
-3.090170e-001	-8.090170e-001	5.000000e-001
0.000000e+000	-1.000000e+000	0.000000e+000
-3.090170e-001	-8.090170e-001	-5.000000e-001
3.090170e-001	-8.090170e-001	-5.000000e-001
5.000000e-001	-3.090170e-001	-8.090170e-001
8.090170e-001	-5.000000e-001	-3.090170e-001
1.000000e+000	0.000000e+000	0.000000e+000
-4.253254e-001	5.877853e-001	6.881910e-001
-6.881910e-001	4.253254e-001	5.877853e-001
-5.877853e-001	6.881910e-001	4.253254e-001
1.624598e-001	9.510565e-001	2.628656e-001
0.000000e+000	8.506508e-001	5.257311e-001
-1.624598e-001	9.510565e-001	2.628656e-001
0.000000e+000	8.506508e-001	-5.257311e-001
1.624598e-001	9.510565e-001	-2.628656e-001
-1.624598e-001	9.510565e-001	-2.628656e-001
-6.881910e-001	4.253254e-001	-5.877853e-001
-4.253254e-001	5.877853e-001	-6.881910e-001
-5.877853e-001	6.881910e-001	-4.253254e-001
-9.510565e-001	2.628656e-001	1.624598e-001
-9.510565e-001	2.628656e-001	-1.624598e-001
-8.506508e-001	5.257311e-001	0.000000e+000
6.881910e-001	4.253254e-001	5.877853e-001
4.253254e-001	5.877853e-001	6.881910e-001
5.877853e-001	6.881910e-001	4.253254e-001
-2.628656e-001	-1.624598e-001	9.510565e-001
-5.257311e-001	0.000000e+000	8.506508e-001
-2.628656e-001	1.624598e-001	9.510565e-001
-8.506508e-001	-5.257311e-001	0.000000e+000
-9.510565e-001	-2.628656e-001	-1.624598e-001
-9.510565e-001	-2.628656e-001	1.624598e-001
-2.628656e-001	-1.624598e-001	-9.510565e-001
-2.628656e-001	1.624598e-001	-9.510565e-001
-5.257311e-001	0.000000e+000	-8.506508e-001
6.881910e-001	4.253254e-001	-5.877853e-001
5.877853e-001	6.881910e-001	-4.253254e-001
4.253254e-001	5.877853e-001	-6.881910e-001
4.253254e-001	-5.877853e-001	6.881910e-001
6.881910e-001	-4.253254e-001	5.877853e-001
5.877853e-001	-6.881910e-001	4.253254e-001
-1.624598e-001	-9.510565e-001	2.628656e-001
0.000000e+000	-8.506508e-001	5.257311e-001
1.624598e-001	-9.510565e-001	2.628656e-001
0.000000e+000	-8.506508e-001	-5.257311e-001
-1.624598e-001	-9.510565e-001	-2.628656e-001
1.624598e-001	-9.510565e-001	-2.628656e-001
6.881910e-001	-4.253254e-001	-5.877853e-001
4.253254e-001	-5.877853e-001	-6.881910e-001
5.877853e-001	-6.881910e-001	-4.253254e-001
9.510565e-001	-2.628656e-001	1.624598e-001
